term,count_early,count_late,count_contemporary,rate_early,rate_late,burst_score,log_odds_late_vs_early
forensic psychiatric patients,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
stressful events,1,2,3,0.5,0.8333333333333334,0.5108256237659907,-0.10627575934511668
virginia tech,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
psychiatric rehabilitation,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
social vulnerability index,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
fagerstrom-test,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
hair cortisol concentration,2,7,8,0.8333333333333334,2.5,1.0986122886681098,0.48151090555700193
static camera,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
paternal abuse,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
and credulity,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
cranial,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
independence,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
termination,2,0,0,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
human reproductive strategies,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
sexual assault referral center (sarc),0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
childhood mental disorder,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
preschoolers,11,7,12,3.8333333333333335,2.5,-0.4274440148269396,-1.0445453979380481
knowledge formation,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
perinatal period,0,6,6,0.16666666666666666,2.1666666666666665,2.5649493574615367,1.9478479743504282
health professionals,2,0,2,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
supportive statement,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
begging,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
immigration and social work,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
questionnaire-short form,4,4,6,1.5,1.5,0.0,-0.6171013831111081
system-justification,0,2,3,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
europe,3,8,8,1.1666666666666667,2.8333333333333335,0.8873031950009027,0.27020181188979553
psychogenic motor symptoms,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
testosterone,8,11,11,2.8333333333333335,3.8333333333333335,0.3022808718729337,-0.31482051123817456
dominican republic,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
family psychology,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
maria y el ara & ntilde,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
neuronal apoptosis,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
sympathetic ganglion,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
methamphetamine,5,13,17,1.8333333333333333,4.5,0.8979415932059586,0.2808402100948513
american young-adults,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
psychological symptom,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
crimes against humanity,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
don't know responses,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
teen dating violence,6,9,12,2.1666666666666665,3.1666666666666665,0.3794896217049038,-0.2376117614062041
auditory,1,3,3,0.5,1.1666666666666667,0.8472978603872037,0.23019647727609627
sexually offensive behaviors,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
pilot study,1,2,3,0.5,0.8333333333333334,0.5108256237659907,-0.10627575934511668
dynamic reconfiguration,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
cultural humility,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
penetration cognition questionnaire,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
vietnamese refugees,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
colour discrimination,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
service delivery,1,1,1,0.5,0.5,0.0,-0.6171013831111072
luteinizing-hormone secretion,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
ipts,2,0,0,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
negative cues,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
nhs = nurses' health study,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
biomechanics,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
antepartum violence,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
environmental-temperature,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
history of consciousness,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
violence against women and children,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
beta-endorphin,3,1,2,1.1666666666666667,0.5,-0.8472978603872037,-1.4643992434983106
atrial-fibrillation,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
racial health disparity,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
life styles,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
dexamethasone,4,7,9,1.5,2.5,0.5108256237659907,-0.10627575934511757
early experience,24,22,24,8.166666666666666,7.5,-0.08515780834030683,-0.7022591914514145
jungian societies,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
parent-report,1,1,2,0.5,0.5,0.0,-0.6171013831111072
chest pain,1,0,1,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
consensual sexual act,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
role conflict scale,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
dependent protein-kinase,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
icast-r,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
cognitive instructions,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
wpv,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
heart-rate response,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
household composition,2,1,2,0.8333333333333334,0.5,-0.5108256237659907,-1.1279270068770977
unnatural,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
end-stage renal disease,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
visual-cortex,2,0,0,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
medication adherence,7,7,13,2.5,2.5,0.0,-0.6171013831111081
problematic social network usage,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
push pull,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
image detection,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
resting‐ state functional connectivity,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
negative automatic thought,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
consensual qualitative research,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
greenlandic inuit,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
single adversity approach,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
val158met polymorphism,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
childhood injuries,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
men crises,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
nudge,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
glial responses,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
refugee mental health,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
assess risk,1,2,4,0.5,0.8333333333333334,0.5108256237659907,-0.10627575934511668
incarcerated trans women,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
psychogenic nonepileptic seizures (pnes),2,0,0,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
maternal social support,1,1,1,0.5,0.5,0.0,-0.6171013831111072
social smoking,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
social instability stress,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
hippocampal ca3,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
health evidence,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
trial outcome,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
(2r,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
mark2/par-1,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
child behaviour problems,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
in-flight,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
antioxidant defense,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
mental rotation,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
vegetation,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
disruptive practice,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
bladder,0,2,3,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
medicaid expansion,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
brain activity,5,7,11,1.8333333333333333,2.5,0.3101549283038396,-0.30694645480726823
female peacekeepers,1,1,2,0.5,0.5,0.0,-0.6171013831111072
the restaurant industry,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
american women,0,1,3,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
title ix,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
abuse severity measure,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
social networks,4,10,13,1.5,3.5,0.8472978603872037,0.23019647727609538
anti-trafficking,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
aggression questionnaire,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
distress vocalization,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
chinese men,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
childrens sleep,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
dopaminergic innervation,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
bioenergetics,1,3,3,0.5,1.1666666666666667,0.8472978603872037,0.23019647727609627
perinatal mental illness,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
representations,10,21,32,3.5,7.166666666666667,0.7166776779701396,0.09957629485903219
ipv perpetration,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
disgust sensitivity,2,0,1,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
family history of psychosis,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
health and society,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
instrumental variable,0,2,3,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
psychology,14,30,42,4.833333333333333,10.166666666666666,0.7435780341868372,0.12647665107572958
climate shocks,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
bankruptcy,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
fmri,32,49,66,10.833333333333334,16.5,0.42073258023895277,-0.19636880287215508
factor expression,2,0,0,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
neuromedin-u,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
adult attachment,43,83,111,14.5,27.833333333333332,0.6520856937621714,0.034984310651063666
civil commitment,0,3,3,0.16666666666666666,1.1666666666666667,1.9459101490553135,1.3288087659442054
families matter,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
criminal justice,4,12,15,1.5,4.166666666666667,1.0216512475319814,0.4045498644208738
traits factors,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
mindfulness-based interventions,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
evidence-based treatments,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
complex childhood trauma,0,2,3,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
attachment story completion,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
informal social support,1,1,2,0.5,0.5,0.0,-0.6171013831111072
professional competency,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
maladjustment,2,3,3,0.8333333333333334,1.1666666666666667,0.336472236621213,-0.28062914648989423
freedom,1,5,5,0.5,1.8333333333333333,1.2992829841302609,0.6821816010191535
duty of care,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
multidisciplinary,1,1,1,0.5,0.5,0.0,-0.6171013831111072
shadow abuser,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
structure,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
federal financial aid,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
community-based mental health,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
data interpretation,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
seasonal patterns,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
retrospective chart review,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
and social support,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
frontal asymmetry,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
therapist effect,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
translational tool,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
social relationship,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
pediatric rehabilitation,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
victim-perpetrator relationship,1,1,3,0.5,0.5,0.0,-0.6171013831111072
substance abuse treatment centers,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
gis,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
hypoxia,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
disorganized attachment,14,16,30,4.833333333333333,5.5,0.12921173148000625,-0.487889651631102
ethnic pride,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
venting,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
united-nations,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
teachers perspectives,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
prospective longitudinal,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
missing data methods,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
patient crying,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
induced-abortion,3,0,0,1.1666666666666667,0.16666666666666666,-1.9459101490553135,-2.5630115321664197
refugee newcomer children,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
bayesian brain,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
forensic mental health care,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
resilience processes,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
eating attitudes,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
contemporary society,2,0,0,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
swimming exercise,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
stress appraisal,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
latent class growth analysis,1,2,3,0.5,0.8333333333333334,0.5108256237659907,-0.10627575934511668
environmental factor,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
dissociative processes,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
pyramid model,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
bifactor modelling,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
psychological flexibility,4,7,7,1.5,2.5,0.5108256237659907,-0.10627575934511757
structural brain maturation,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
sports attrition,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
selves,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
conservative values,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
anorectal malformation,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
